frame,abstime,reltime,Cursor 1 [C],Cursor 2 [C],Cursor 3 [C]
15079,16:46.7,25.687,9.54E+01,3.45E+01,3.24E+01
15080,16:46.8,25.75,9.55E+01,3.45E+01,3.24E+01
15081,16:46.8,25.813,9.56E+01,3.46E+01,3.24E+01
15082,16:46.9,25.873,9.57E+01,3.46E+01,3.24E+01
15083,16:47.0,25.94,9.58E+01,3.46E+01,3.24E+01
15084,16:47.0,25.999,9.59E+01,3.46E+01,3.24E+01
15085,16:47.1,26.061,9.60E+01,3.46E+01,3.24E+01
15086,16:47.2,26.126,9.61E+01,3.46E+01,3.24E+01
15087,16:47.2,26.187,9.62E+01,3.46E+01,3.24E+01
15088,16:47.3,26.25,9.63E+01,3.46E+01,3.24E+01
15089,16:47.3,26.312,9.64E+01,3.47E+01,3.24E+01
15090,16:47.4,26.373,9.66E+01,3.47E+01,3.24E+01
15091,16:47.5,26.438,9.66E+01,3.47E+01,3.24E+01
15092,16:47.5,26.499,9.67E+01,3.47E+01,3.24E+01
15093,16:47.6,26.564,9.68E+01,3.47E+01,3.24E+01
15094,16:47.7,26.625,9.69E+01,3.47E+01,3.25E+01
15095,16:47.7,26.692,9.70E+01,3.47E+01,3.25E+01
15096,16:47.8,26.752,9.71E+01,3.47E+01,3.25E+01
15097,16:47.8,26.812,9.71E+01,3.47E+01,3.25E+01
15098,16:47.9,26.876,9.73E+01,3.47E+01,3.25E+01
15099,16:48.0,26.939,9.74E+01,3.47E+01,3.25E+01
15100,16:48.0,27.001,9.75E+01,3.47E+01,3.25E+01
15101,16:48.1,27.061,9.76E+01,3.47E+01,3.25E+01
15102,16:48.2,27.127,9.78E+01,3.47E+01,3.25E+01
15103,16:48.2,27.195,9.79E+01,3.47E+01,3.25E+01
15104,16:48.3,27.249,9.79E+01,3.48E+01,3.25E+01
15105,16:48.3,27.312,9.80E+01,3.48E+01,3.26E+01
15106,16:48.4,27.378,9.81E+01,3.48E+01,3.26E+01
15107,16:48.5,27.437,9.83E+01,3.48E+01,3.27E+01
15108,16:48.5,27.499,9.83E+01,3.48E+01,3.27E+01
15109,16:48.6,27.564,9.85E+01,3.49E+01,3.27E+01
15110,16:48.7,27.624,9.85E+01,3.49E+01,3.27E+01
15111,16:48.7,27.689,9.86E+01,3.49E+01,3.27E+01
15112,16:48.8,27.75,9.87E+01,3.49E+01,3.26E+01
15113,16:48.8,27.812,9.88E+01,3.49E+01,3.27E+01
15114,16:48.9,27.876,9.89E+01,3.49E+01,3.27E+01
15115,16:49.1,28.062,9.91E+01,3.49E+01,3.28E+01
15116,16:49.1,28.082,9.91E+01,3.49E+01,3.28E+01
15117,16:49.2,28.125,9.92E+01,3.51E+01,3.27E+01
15118,16:49.2,28.186,9.93E+01,3.51E+01,3.28E+01
15119,16:49.3,28.26,9.94E+01,3.51E+01,3.28E+01
15120,16:49.3,28.311,9.94E+01,3.51E+01,3.28E+01
15121,16:49.4,28.376,9.95E+01,3.51E+01,3.28E+01
15122,16:49.5,28.438,9.96E+01,3.51E+01,3.28E+01
15123,16:49.5,28.5,9.97E+01,3.51E+01,3.28E+01
15124,16:49.6,28.562,9.97E+01,3.51E+01,3.28E+01
15125,16:49.7,28.627,9.99E+01,3.51E+01,3.29E+01
15126,16:49.7,28.687,9.99E+01,3.51E+01,3.29E+01
15127,16:49.8,28.751,1.00E+02,3.51E+01,3.29E+01
15128,16:49.8,28.819,1.00E+02,3.51E+01,3.29E+01
15129,16:49.9,28.876,1.00E+02,3.51E+01,3.29E+01
15130,16:50.0,28.937,1.00E+02,3.51E+01,3.29E+01
15131,16:50.0,29.002,1.00E+02,3.51E+01,3.29E+01
15132,16:50.1,29.063,1.00E+02,3.52E+01,3.29E+01
15133,16:50.2,29.127,1.00E+02,3.52E+01,3.29E+01
15134,16:50.2,29.186,1.00E+02,3.52E+01,3.29E+01
15135,16:50.3,29.251,1.01E+02,3.52E+01,3.29E+01
15136,16:50.3,29.313,1.01E+02,3.52E+01,3.29E+01
15137,16:50.4,29.374,1.01E+02,3.52E+01,3.29E+01
15138,16:50.5,29.439,1.01E+02,3.52E+01,3.30E+01
15139,16:50.5,29.498,1.01E+02,3.52E+01,3.30E+01
15140,16:50.6,29.563,1.01E+02,3.52E+01,3.30E+01
15141,16:50.7,29.625,1.01E+02,3.53E+01,3.30E+01
15142,16:50.7,29.688,1.01E+02,3.53E+01,3.29E+01
15143,16:50.8,29.751,1.01E+02,3.53E+01,3.29E+01
15144,16:50.8,29.811,1.01E+02,3.53E+01,3.29E+01
15145,16:50.9,29.876,1.01E+02,3.53E+01,3.29E+01
15146,16:51.0,29.937,1.01E+02,3.52E+01,3.30E+01
15147,16:51.0,30.002,1.01E+02,3.52E+01,3.30E+01
15148,16:51.1,30.064,1.01E+02,3.53E+01,3.30E+01
15149,16:51.2,30.125,1.02E+02,3.53E+01,3.30E+01
15150,16:51.2,30.187,1.02E+02,3.53E+01,3.30E+01
15151,16:51.3,30.251,1.02E+02,3.53E+01,3.30E+01
15152,16:51.3,30.313,1.02E+02,3.53E+01,3.30E+01
15153,16:51.4,30.374,1.02E+02,3.53E+01,3.30E+01
15154,16:51.5,30.439,1.02E+02,3.53E+01,3.30E+01
15155,16:51.5,30.499,1.02E+02,3.52E+01,3.30E+01
15156,16:51.6,30.564,1.02E+02,3.52E+01,3.30E+01
15157,16:51.7,30.627,1.02E+02,3.52E+01,3.30E+01
15158,16:51.7,30.691,1.02E+02,3.52E+01,3.30E+01
15159,16:51.8,30.749,1.02E+02,3.52E+01,3.30E+01
15160,16:51.8,30.819,1.02E+02,3.52E+01,3.30E+01
15161,16:51.9,30.877,1.02E+02,3.52E+01,3.29E+01
15162,16:52.0,30.938,1.02E+02,3.52E+01,3.29E+01
15163,16:52.0,30.999,1.02E+02,3.52E+01,3.30E+01
15164,16:52.1,31.065,1.02E+02,3.52E+01,3.30E+01
15165,16:52.1,31.123,1.02E+02,3.52E+01,3.30E+01
15166,16:52.2,31.189,1.02E+02,3.52E+01,3.30E+01
15167,16:52.3,31.25,1.02E+02,3.53E+01,3.30E+01
15168,16:52.3,31.312,1.03E+02,3.53E+01,3.30E+01
15169,16:52.4,31.375,1.03E+02,3.53E+01,3.30E+01
15170,16:52.5,31.438,1.03E+02,3.53E+01,3.30E+01
15171,16:52.5,31.499,1.03E+02,3.53E+01,3.31E+01
15172,16:52.6,31.562,1.03E+02,3.53E+01,3.31E+01
15173,16:52.7,31.626,1.03E+02,3.53E+01,3.31E+01
15174,16:52.7,31.692,1.03E+02,3.53E+01,3.31E+01
15175,16:52.8,31.749,1.03E+02,3.53E+01,3.31E+01
15176,16:52.8,31.811,1.03E+02,3.53E+01,3.31E+01
15177,16:52.9,31.877,1.03E+02,3.53E+01,3.31E+01
15178,16:53.0,31.938,1.03E+02,3.53E+01,3.31E+01
15179,16:53.0,32,1.03E+02,3.53E+01,3.31E+01
15180,16:53.1,32.062,1.03E+02,3.53E+01,3.31E+01
15181,16:53.2,32.124,1.03E+02,3.53E+01,3.31E+01
15182,16:53.2,32.188,1.03E+02,3.54E+01,3.32E+01
15183,16:53.3,32.249,1.03E+02,3.54E+01,3.32E+01
15184,16:53.3,32.314,1.03E+02,3.54E+01,3.32E+01
15185,16:53.4,32.374,1.03E+02,3.54E+01,3.32E+01
15186,16:53.5,32.439,1.03E+02,3.54E+01,3.32E+01
15187,16:53.5,32.5,1.03E+02,3.54E+01,3.32E+01
15188,16:53.6,32.565,1.04E+02,3.54E+01,3.32E+01
15189,16:53.7,32.627,1.04E+02,3.54E+01,3.32E+01
15190,16:53.7,32.691,1.04E+02,3.54E+01,3.32E+01
15191,16:53.8,32.752,1.04E+02,3.54E+01,3.32E+01
15192,16:53.8,32.813,1.04E+02,3.54E+01,3.32E+01
15193,16:53.9,32.876,1.04E+02,3.54E+01,3.32E+01
15194,16:54.1,33.06,1.04E+02,3.54E+01,3.32E+01
15195,16:54.1,33.081,1.04E+02,3.54E+01,3.32E+01
15196,16:54.2,33.124,1.04E+02,3.54E+01,3.32E+01
15197,16:54.2,33.186,1.04E+02,3.54E+01,3.32E+01
15198,16:54.3,33.25,1.04E+02,3.54E+01,3.32E+01
15199,16:54.3,33.314,1.04E+02,3.54E+01,3.32E+01
15200,16:54.4,33.375,1.04E+02,3.54E+01,3.32E+01
15201,16:54.5,33.438,1.04E+02,3.54E+01,3.32E+01
15202,16:54.5,33.498,1.04E+02,3.54E+01,3.32E+01
15203,16:54.6,33.564,1.04E+02,3.54E+01,3.32E+01
15204,16:54.7,33.624,1.04E+02,3.54E+01,3.32E+01
15205,16:54.7,33.686,1.04E+02,3.54E+01,3.33E+01
15206,16:54.8,33.75,1.04E+02,3.54E+01,3.33E+01
15207,16:54.8,33.811,1.04E+02,3.54E+01,3.33E+01
15208,16:54.9,33.875,1.04E+02,3.54E+01,3.33E+01
15209,16:55.0,33.938,1.04E+02,3.54E+01,3.33E+01
15210,16:55.0,33.998,1.05E+02,3.53E+01,3.33E+01
15211,16:55.1,34.064,1.05E+02,3.54E+01,3.33E+01
15212,16:55.2,34.126,1.05E+02,3.54E+01,3.33E+01
15213,16:55.2,34.187,1.05E+02,3.54E+01,3.33E+01
15214,16:55.3,34.252,1.05E+02,3.55E+01,3.33E+01
15215,16:55.3,34.312,1.05E+02,3.55E+01,3.33E+01
15216,16:55.4,34.377,1.05E+02,3.55E+01,3.33E+01
15217,16:55.5,34.439,1.05E+02,3.55E+01,3.33E+01
15218,16:55.5,34.499,1.05E+02,3.55E+01,3.33E+01
15219,16:55.6,34.564,1.05E+02,3.55E+01,3.33E+01
15220,16:55.7,34.625,1.05E+02,3.55E+01,3.33E+01
15221,16:55.7,34.686,1.05E+02,3.55E+01,3.33E+01
15222,16:55.8,34.752,1.05E+02,3.55E+01,3.33E+01
15223,16:55.8,34.811,1.05E+02,3.55E+01,3.33E+01
15224,16:55.9,34.877,1.05E+02,3.55E+01,3.33E+01
15225,16:56.0,34.939,1.05E+02,3.55E+01,3.33E+01
15226,16:56.0,35.001,1.05E+02,3.55E+01,3.33E+01
15227,16:56.1,35.062,1.05E+02,3.55E+01,3.33E+01
15228,16:56.2,35.127,1.05E+02,3.55E+01,3.33E+01
15229,16:56.2,35.19,1.05E+02,3.55E+01,3.33E+01
15230,16:56.3,35.252,1.05E+02,3.55E+01,3.33E+01
15231,16:56.3,35.315,1.05E+02,3.55E+01,3.33E+01
15232,16:56.4,35.377,1.05E+02,3.55E+01,3.33E+01
15233,16:56.5,35.44,1.06E+02,3.56E+01,3.34E+01
15234,16:56.5,35.501,1.06E+02,3.56E+01,3.34E+01
15235,16:56.6,35.564,1.06E+02,3.56E+01,3.34E+01
15236,16:56.7,35.624,1.06E+02,3.56E+01,3.34E+01
15237,16:56.7,35.687,1.06E+02,3.56E+01,3.34E+01
15238,16:56.8,35.749,1.06E+02,3.56E+01,3.34E+01
15239,16:56.8,35.812,1.06E+02,3.56E+01,3.35E+01
15240,16:56.9,35.874,1.06E+02,3.57E+01,3.35E+01
15241,16:57.0,35.939,1.06E+02,3.57E+01,3.35E+01
15242,16:57.0,36,1.06E+02,3.57E+01,3.35E+01
15243,16:57.1,36.062,1.06E+02,3.57E+01,3.35E+01
15244,16:57.2,36.125,1.06E+02,3.57E+01,3.35E+01
15245,16:57.2,36.188,1.06E+02,3.57E+01,3.35E+01
15246,16:57.3,36.252,1.06E+02,3.57E+01,3.35E+01
15247,16:57.3,36.311,1.06E+02,3.57E+01,3.35E+01
15248,16:57.4,36.376,1.06E+02,3.57E+01,3.35E+01
15249,16:57.5,36.44,1.06E+02,3.57E+01,3.35E+01
15250,16:57.5,36.501,1.06E+02,3.57E+01,3.35E+01
15251,16:57.6,36.562,1.06E+02,3.57E+01,3.35E+01
15252,16:57.7,36.627,1.06E+02,3.57E+01,3.35E+01
15253,16:57.7,36.688,1.06E+02,3.57E+01,3.35E+01
15254,16:57.8,36.75,1.06E+02,3.57E+01,3.35E+01
15255,16:57.8,36.812,1.06E+02,3.56E+01,3.35E+01
15256,16:57.9,36.877,1.06E+02,3.56E+01,3.34E+01
15257,16:58.0,36.938,1.06E+02,3.57E+01,3.34E+01
15258,16:58.0,36.999,1.06E+02,3.57E+01,3.34E+01
15259,16:58.1,37.065,1.06E+02,3.57E+01,3.34E+01
15260,16:58.2,37.125,1.06E+02,3.57E+01,3.35E+01
15261,16:58.2,37.189,1.06E+02,3.57E+01,3.35E+01
15262,16:58.3,37.251,1.06E+02,3.57E+01,3.35E+01
15263,16:58.3,37.314,1.06E+02,3.57E+01,3.35E+01
15264,16:58.4,37.378,1.07E+02,3.57E+01,3.35E+01
15265,16:58.5,37.442,1.07E+02,3.57E+01,3.35E+01
15266,16:58.5,37.499,1.07E+02,3.57E+01,3.35E+01
15267,16:58.6,37.564,1.07E+02,3.57E+01,3.35E+01
15268,16:58.7,37.627,1.07E+02,3.57E+01,3.35E+01
15269,16:58.7,37.689,1.07E+02,3.57E+01,3.35E+01
15270,16:58.8,37.75,1.07E+02,3.57E+01,3.35E+01
15271,16:58.8,37.811,1.07E+02,3.57E+01,3.35E+01
15272,16:58.9,37.877,1.07E+02,3.58E+01,3.35E+01
15273,16:59.1,38.054,1.07E+02,3.57E+01,3.35E+01
15274,16:59.1,38.075,1.07E+02,3.57E+01,3.35E+01
15275,16:59.2,38.127,1.07E+02,3.58E+01,3.36E+01
15276,16:59.2,38.187,1.07E+02,3.58E+01,3.36E+01
15277,16:59.3,38.25,1.07E+02,3.58E+01,3.36E+01
15278,16:59.3,38.315,1.07E+02,3.58E+01,3.36E+01
15279,16:59.4,38.377,1.07E+02,3.59E+01,3.36E+01
15280,16:59.5,38.438,1.07E+02,3.58E+01,3.36E+01
15281,16:59.5,38.5,1.07E+02,3.58E+01,3.36E+01
15282,16:59.6,38.564,1.07E+02,3.58E+01,3.36E+01
15283,16:59.7,38.627,1.07E+02,3.59E+01,3.36E+01
15284,16:59.7,38.689,1.07E+02,3.59E+01,3.36E+01
15285,16:59.8,38.75,1.07E+02,3.59E+01,3.36E+01
15286,16:59.8,38.812,1.07E+02,3.59E+01,3.36E+01
15287,16:59.9,38.877,1.08E+02,3.59E+01,3.36E+01
15288,17:00.0,38.937,1.08E+02,3.59E+01,3.36E+01
15289,17:00.0,39.001,1.08E+02,3.59E+01,3.36E+01
15290,17:00.1,39.061,1.08E+02,3.59E+01,3.36E+01
15291,17:00.2,39.127,1.08E+02,3.59E+01,3.36E+01
15292,17:00.2,39.186,1.08E+02,3.59E+01,3.36E+01
15293,17:00.3,39.252,1.08E+02,3.59E+01,3.36E+01
15294,17:00.3,39.314,1.08E+02,3.59E+01,3.36E+01
15295,17:00.4,39.377,1.08E+02,3.59E+01,3.36E+01
15296,17:00.5,39.436,1.08E+02,3.58E+01,3.36E+01
15297,17:00.5,39.502,1.08E+02,3.58E+01,3.36E+01
15298,17:00.6,39.564,1.08E+02,3.58E+01,3.36E+01
15299,17:00.7,39.627,1.08E+02,3.58E+01,3.36E+01
15300,17:00.7,39.687,1.08E+02,3.59E+01,3.36E+01
15301,17:00.8,39.75,1.08E+02,3.59E+01,3.36E+01
15302,17:00.8,39.812,1.08E+02,3.59E+01,3.36E+01
15303,17:00.9,39.875,1.08E+02,3.59E+01,3.36E+01
15304,17:01.0,39.938,1.08E+02,3.59E+01,3.36E+01
15305,17:01.0,39.999,1.08E+02,3.59E+01,3.36E+01
15306,17:01.1,40.063,1.08E+02,3.59E+01,3.37E+01
15307,17:01.2,40.124,1.08E+02,3.59E+01,3.37E+01
15308,17:01.2,40.19,1.08E+02,3.59E+01,3.37E+01
15309,17:01.3,40.25,1.08E+02,3.59E+01,3.37E+01
15310,17:01.3,40.313,1.08E+02,3.60E+01,3.37E+01
15311,17:01.4,40.374,1.08E+02,3.60E+01,3.37E+01
15312,17:01.5,40.439,1.08E+02,3.61E+01,3.39E+01
15313,17:01.5,40.501,1.08E+02,3.61E+01,3.39E+01
15314,17:01.6,40.563,1.08E+02,3.61E+01,3.39E+01
15315,17:01.7,40.626,1.08E+02,3.61E+01,3.39E+01
15316,17:01.7,40.688,1.09E+02,3.61E+01,3.39E+01
15317,17:01.8,40.75,1.09E+02,3.62E+01,3.39E+01
15318,17:01.8,40.812,1.09E+02,3.62E+01,3.39E+01
15319,17:01.9,40.877,1.09E+02,3.62E+01,3.39E+01
15320,17:02.0,40.94,1.09E+02,3.62E+01,3.39E+01
15321,17:02.0,41.001,1.09E+02,3.62E+01,3.40E+01
15322,17:02.1,41.062,1.09E+02,3.62E+01,3.40E+01
15323,17:02.2,41.124,1.09E+02,3.62E+01,3.39E+01
15324,17:02.2,41.189,1.09E+02,3.62E+01,3.39E+01
15325,17:02.3,41.251,1.09E+02,3.62E+01,3.39E+01
15326,17:02.3,41.313,1.09E+02,3.62E+01,3.39E+01
15327,17:02.4,41.374,1.09E+02,3.63E+01,3.39E+01
15328,17:02.5,41.437,1.09E+02,3.63E+01,3.39E+01
15329,17:02.5,41.5,1.09E+02,3.63E+01,3.40E+01
15330,17:02.6,41.562,1.09E+02,3.63E+01,3.39E+01
15331,17:02.7,41.624,1.09E+02,3.63E+01,3.40E+01
15332,17:02.7,41.689,1.09E+02,3.63E+01,3.40E+01
15333,17:02.8,41.75,1.09E+02,3.63E+01,3.40E+01
15334,17:02.8,41.812,1.09E+02,3.63E+01,3.40E+01
15335,17:02.9,41.874,1.09E+02,3.64E+01,3.39E+01
15336,17:03.0,41.939,1.09E+02,3.64E+01,3.40E+01
15337,17:03.0,42.002,1.09E+02,3.64E+01,3.40E+01
15338,17:03.1,42.064,1.09E+02,3.64E+01,3.40E+01
15339,17:03.2,42.126,1.09E+02,3.64E+01,3.40E+01
15340,17:03.2,42.187,1.09E+02,3.64E+01,3.40E+01
15341,17:03.3,42.252,1.09E+02,3.64E+01,3.40E+01
15342,17:03.3,42.315,1.09E+02,3.64E+01,3.40E+01
15343,17:03.4,42.375,1.09E+02,3.64E+01,3.40E+01
15344,17:03.5,42.438,1.09E+02,3.64E+01,3.40E+01
15345,17:03.5,42.5,1.09E+02,3.64E+01,3.40E+01
15346,17:03.6,42.565,1.09E+02,3.64E+01,3.40E+01
15347,17:03.7,42.624,1.09E+02,3.64E+01,3.40E+01
15348,17:03.7,42.689,1.09E+02,3.64E+01,3.40E+01
15349,17:03.8,42.756,1.09E+02,3.64E+01,3.40E+01
15350,17:03.8,42.812,1.09E+02,3.64E+01,3.40E+01
15351,17:03.9,42.874,1.08E+02,3.64E+01,3.40E+01
15352,17:04.1,43.07,1.00E+02,3.64E+01,3.40E+01
15353,17:04.2,43.125,9.78E+01,3.64E+01,3.40E+01
15354,17:04.2,43.19,9.59E+01,3.64E+01,3.40E+01
15355,17:04.3,43.252,9.46E+01,3.64E+01,3.39E+01
15356,17:04.3,43.315,9.31E+01,3.63E+01,3.39E+01
15357,17:04.4,43.375,9.18E+01,3.63E+01,3.39E+01
15358,17:04.5,43.44,9.06E+01,3.63E+01,3.39E+01
15359,17:04.5,43.501,8.98E+01,3.63E+01,3.39E+01
15360,17:04.6,43.564,8.88E+01,3.63E+01,3.39E+01
15361,17:04.7,43.625,8.79E+01,3.63E+01,3.39E+01
15362,17:04.7,43.687,8.74E+01,3.63E+01,3.38E+01
15363,17:04.8,43.752,8.66E+01,3.63E+01,3.39E+01
15364,17:04.8,43.815,8.58E+01,3.63E+01,3.39E+01
15365,17:04.9,43.878,8.53E+01,3.63E+01,3.39E+01
15366,17:05.0,43.939,8.47E+01,3.63E+01,3.39E+01
15367,17:05.0,44.003,8.41E+01,3.62E+01,3.39E+01
15368,17:05.1,44.061,8.36E+01,3.62E+01,3.39E+01
15369,17:05.2,44.126,8.30E+01,3.62E+01,3.39E+01
15370,17:05.2,44.186,8.26E+01,3.63E+01,3.39E+01
15371,17:05.3,44.251,8.21E+01,3.63E+01,3.39E+01
15372,17:05.3,44.313,8.17E+01,3.62E+01,3.39E+01
15373,17:05.4,44.374,8.11E+01,3.62E+01,3.39E+01
15374,17:05.5,44.439,8.07E+01,3.62E+01,3.39E+01
15375,17:05.5,44.499,8.04E+01,3.62E+01,3.39E+01
15376,17:05.6,44.564,7.99E+01,3.62E+01,3.39E+01
15377,17:05.7,44.625,7.95E+01,3.62E+01,3.39E+01
15378,17:05.7,44.69,7.90E+01,3.62E+01,3.39E+01
15379,17:05.8,44.75,7.88E+01,3.62E+01,3.39E+01
15380,17:05.8,44.812,7.85E+01,3.62E+01,3.39E+01
15381,17:05.9,44.877,7.81E+01,3.62E+01,3.38E+01
15382,17:06.0,44.937,7.78E+01,3.62E+01,3.38E+01
15383,17:06.0,45.001,7.75E+01,3.62E+01,3.38E+01
15384,17:06.1,45.063,7.71E+01,3.61E+01,3.38E+01
15385,17:06.2,45.124,7.68E+01,3.61E+01,3.38E+01
15386,17:06.2,45.189,7.65E+01,3.61E+01,3.38E+01
15387,17:06.3,45.252,7.62E+01,3.61E+01,3.38E+01
15388,17:06.3,45.315,7.58E+01,3.61E+01,3.38E+01
15389,17:06.4,45.38,7.55E+01,3.62E+01,3.38E+01
15390,17:06.5,45.438,7.53E+01,3.62E+01,3.38E+01
15391,17:06.5,45.503,7.50E+01,3.62E+01,3.38E+01
15392,17:06.6,45.564,7.46E+01,3.62E+01,3.38E+01
15393,17:06.7,45.626,7.45E+01,3.61E+01,3.39E+01
15394,17:06.7,45.693,7.42E+01,3.61E+01,3.38E+01
15395,17:06.8,45.751,7.40E+01,3.61E+01,3.38E+01
15396,17:06.8,45.813,7.37E+01,3.62E+01,3.39E+01
15397,17:06.9,45.875,7.34E+01,3.61E+01,3.38E+01
15398,17:07.0,45.94,7.32E+01,3.61E+01,3.39E+01
15399,17:07.0,46.002,7.30E+01,3.61E+01,3.39E+01
15400,17:07.1,46.064,7.28E+01,3.61E+01,3.39E+01
15401,17:07.2,46.124,7.25E+01,3.60E+01,3.39E+01
15402,17:07.2,46.187,7.23E+01,3.61E+01,3.39E+01
15403,17:07.3,46.25,7.20E+01,3.61E+01,3.38E+01
15404,17:07.3,46.311,7.19E+01,3.61E+01,3.38E+01
15405,17:07.4,46.376,7.15E+01,3.61E+01,3.38E+01
15406,17:07.5,46.437,7.14E+01,3.61E+01,3.38E+01
15407,17:07.5,46.502,7.12E+01,3.61E+01,3.38E+01
15408,17:07.6,46.564,7.09E+01,3.60E+01,3.37E+01
15409,17:07.7,46.624,7.07E+01,3.60E+01,3.37E+01
15410,17:07.7,46.689,7.05E+01,3.60E+01,3.37E+01
15411,17:07.8,46.752,7.04E+01,3.60E+01,3.37E+01
15412,17:07.8,46.82,7.01E+01,3.61E+01,3.37E+01
15413,17:07.9,46.874,7.00E+01,3.61E+01,3.37E+01
15414,17:08.0,46.939,6.97E+01,3.61E+01,3.37E+01
15415,17:08.0,47,6.95E+01,3.61E+01,3.37E+01
15416,17:08.1,47.065,6.93E+01,3.61E+01,3.37E+01
15417,17:08.2,47.125,6.91E+01,3.61E+01,3.37E+01
15418,17:08.2,47.19,6.90E+01,3.61E+01,3.37E+01
15419,17:08.3,47.251,6.87E+01,3.61E+01,3.37E+01
15420,17:08.3,47.313,6.85E+01,3.60E+01,3.37E+01
15421,17:08.4,47.378,6.83E+01,3.60E+01,3.36E+01
15422,17:08.5,47.444,6.81E+01,3.60E+01,3.36E+01
15423,17:08.5,47.5,6.79E+01,3.60E+01,3.36E+01
15424,17:08.6,47.564,6.77E+01,3.60E+01,3.36E+01
15425,17:08.7,47.626,6.75E+01,3.60E+01,3.36E+01
15426,17:08.7,47.688,6.74E+01,3.60E+01,3.36E+01
15427,17:08.8,47.751,6.72E+01,3.60E+01,3.36E+01
15428,17:08.8,47.813,6.69E+01,3.60E+01,3.36E+01
15429,17:08.9,47.876,6.66E+01,3.60E+01,3.36E+01
15430,17:09.1,48.056,6.63E+01,3.60E+01,3.35E+01
15431,17:09.1,48.071,6.62E+01,3.60E+01,3.35E+01
15432,17:09.2,48.127,6.60E+01,3.60E+01,3.35E+01
15433,17:09.2,48.188,6.58E+01,3.59E+01,3.35E+01
15434,17:09.3,48.252,6.57E+01,3.60E+01,3.35E+01
15435,17:09.3,48.311,6.55E+01,3.60E+01,3.35E+01
15436,17:09.4,48.376,6.53E+01,3.59E+01,3.35E+01
15437,17:09.5,48.438,6.51E+01,3.60E+01,3.35E+01
15438,17:09.5,48.501,6.51E+01,3.60E+01,3.35E+01
15439,17:09.6,48.563,6.49E+01,3.59E+01,3.35E+01
15440,17:09.7,48.627,6.47E+01,3.59E+01,3.35E+01
15441,17:09.7,48.688,6.45E+01,3.59E+01,3.35E+01
15442,17:09.8,48.752,6.44E+01,3.59E+01,3.35E+01
15443,17:09.8,48.812,6.42E+01,3.59E+01,3.34E+01
15444,17:09.9,48.877,6.39E+01,3.59E+01,3.34E+01
15445,17:10.0,48.94,6.39E+01,3.59E+01,3.34E+01
15446,17:10.0,49.001,6.37E+01,3.59E+01,3.34E+01
15447,17:10.1,49.064,6.36E+01,3.58E+01,3.34E+01
15448,17:10.2,49.124,6.34E+01,3.59E+01,3.33E+01
15449,17:10.2,49.189,6.33E+01,3.59E+01,3.33E+01
15450,17:10.3,49.253,6.31E+01,3.58E+01,3.34E+01
15451,17:10.3,49.312,6.29E+01,3.58E+01,3.33E+01
15452,17:10.4,49.38,6.28E+01,3.58E+01,3.33E+01
15453,17:10.5,49.444,6.27E+01,3.58E+01,3.33E+01
15454,17:10.5,49.501,6.25E+01,3.58E+01,3.33E+01
15455,17:10.6,49.563,6.23E+01,3.59E+01,3.33E+01
15456,17:10.7,49.628,6.22E+01,3.58E+01,3.33E+01
15457,17:10.7,49.69,6.21E+01,3.58E+01,3.33E+01
15458,17:10.8,49.752,6.20E+01,3.58E+01,3.33E+01
15459,17:10.8,49.815,6.18E+01,3.58E+01,3.33E+01
15460,17:10.9,49.877,6.16E+01,3.58E+01,3.33E+01
15461,17:11.0,49.938,6.15E+01,3.58E+01,3.33E+01
15462,17:11.0,50.003,6.14E+01,3.57E+01,3.33E+01
15463,17:11.1,50.061,6.12E+01,3.57E+01,3.33E+01
15464,17:11.2,50.126,6.11E+01,3.57E+01,3.33E+01
15465,17:11.2,50.187,6.09E+01,3.57E+01,3.32E+01
15466,17:11.3,50.252,6.07E+01,3.56E+01,3.32E+01
15467,17:11.3,50.314,6.06E+01,3.56E+01,3.32E+01
15468,17:11.4,50.375,6.04E+01,3.56E+01,3.32E+01
15469,17:11.5,50.438,6.03E+01,3.56E+01,3.32E+01
15470,17:11.5,50.499,6.02E+01,3.56E+01,3.32E+01
15471,17:11.6,50.564,6.01E+01,3.56E+01,3.31E+01
15472,17:11.7,50.624,6.00E+01,3.56E+01,3.31E+01
15473,17:11.7,50.69,5.98E+01,3.56E+01,3.31E+01
15474,17:11.8,50.75,5.97E+01,3.56E+01,3.31E+01
15475,17:11.8,50.813,5.95E+01,3.56E+01,3.31E+01
15476,17:11.9,50.875,5.94E+01,3.56E+01,3.31E+01
15477,17:12.0,50.937,5.93E+01,3.56E+01,3.31E+01
15478,17:12.0,51.002,5.91E+01,3.56E+01,3.30E+01
15479,17:12.1,51.065,5.89E+01,3.55E+01,3.30E+01
15480,17:12.2,51.125,5.89E+01,3.55E+01,3.30E+01
15481,17:12.2,51.189,5.88E+01,3.56E+01,3.29E+01
15482,17:12.3,51.25,5.87E+01,3.56E+01,3.30E+01
15483,17:12.3,51.313,5.85E+01,3.56E+01,3.30E+01
15484,17:12.4,51.378,5.84E+01,3.56E+01,3.30E+01
15485,17:12.5,51.437,5.83E+01,3.55E+01,3.30E+01
15486,17:12.5,51.503,5.82E+01,3.55E+01,3.30E+01
15487,17:12.6,51.565,5.82E+01,3.55E+01,3.29E+01
15488,17:12.7,51.628,5.80E+01,3.55E+01,3.29E+01
